Position,Classification
ปฏิบัติงานที่มีลักษณะคล้ายคลึงหรือเกี่ยวข้องกับ อาชีพอัดนํ้ายาและอบไม้ แต่มิได้จัดประเภทไว้ในอาชีพอัดนํ้ายาและอบไม้ รวมทั้งมิได้จัดประเภทไว้ในที่อื่น ๆ ด้วยอาชีพในหน่วยนี้ มีดังนี้,7421
ผู้ปฏิบัติงานอาชีพในหน่วยนี้ ได้แก่ ผู้ทำ ตกแต่ง แก้ไข ดัดแปลงและซ่อมแซม เครื่องเรือน สิ่งของเครื่องใช้และอื่นๆ ที่ทำด้วยไม้ให้เป็นไปตามแบบ รวมถึงการแต่งผิวหน้าไม้ให้ สวยงาม ตลอดจนปฏิบัติหน้าที่การงานและควบคุมดูแลผู้ปฏิบัติงานอื่น ๆ ที่เกี่ยวข้องกับงานในหน่วยนี้,7422
ใช้เครื่องมือหรือเครื่องจักรงานไม้ ทำ ตกแต่ง ซ่อมแซม ดัดแปลงหรือแก้ไขเครื่องเรือนที่ทำด้วยไม้ : ศึกษารูปแบบ คัดเลือกวัสดุ จัดวางไม้ ตัด ไส กลึง ยึดประกอบเพื่อให้ได้รูปทรงที่ต้องการ ; อาจมีความชำนาญในการทำเครื่องเรือนไม้ชนิดใดชนิดหนึ่งโดยเฉพาะ และอาจมีชื่อเรียกตามงานที่ทำ,7422
ใช้เครื่องมือหรือเครื่องจักรงานไม้  ทำ   ซ่อมแซมและตกแต่งแบบไม้ : ศึกษารูปแบบ   คัดเลือกวัสดุและรายละเอียดอื่นๆ  ; ทำเครื่องหมายลงบนไม้และขึ้นรูปไม้ด้วยวิธีการต่างๆ เช่น การเลื่อย   การไส  การแกะ  การสกัด   การกลึง และการยึดประกอบส่วนต่างๆ ให้ติดกัน ;  อาจเขียนแบบตามความต้องการของลูกค้า,7422
ออกแบบเครื่องเรือนจากจินตนาการ ประสบการณ์ ความต้องการของลูกค้าหรือตลาด : ศึกษา รูปแบบ ประเมินราคา คัดเลือกวัสดุและรายละเอียดอื่นๆ ; วาดโครงร่างหรือแบบ ; ตรวจสอบผลงานเพื่อความถูกต้องสมบูรณ์ก่อนส่งแบบให้ช่างทำแบบไม้,7422
แกะสลักลวดลายประดับลงบนไม้ โดยการสร้างรูปแบบตามขนาดที่ต้องการ : ลอกลายลงบนไม้ แกะสลักและตกแต่งด้วยเครื่องมือที่เหมาะสม,7422
ประดับมุกลงบนเครื่องเรือนไม้  โดยการออกแบบ  /  ศึกษาแบบลวดลายการประดับมุกและ รายละเอียดอื่นๆ   :   คัดเลือกและจัดเตรียมมุกให้เหมาะสมกับเครื่องเรือนไม้  ;  แกะไม้ให้เป็นร่องด้วยเครื่องมือที่เหมาะสมเพื่อประดับมุกลงในเนื้อไม้   ทำให้เรียบและสวยงาม,7422
ฝังรอยไม้ลงในเนื้อไม้เพื่อทำลวดลายประดับเครื่องเรือนไม้ โดยการออกแบบ ศึกษาแบบลวดลายและรายละเอียดอื่นๆ : คัดเลือกและจัดเตรียมไม้ ; ใช้เลื่อย มีดหรืออุปกรณ์อื่นๆ แกะไม้ให้เป็นร่อง ใส่กาวหรือสารยึดประสานลงในร่อง ฝังไม้ สิ่งประดับ หรือวัสดุอื่นๆ ลงในเนื้อไม้ และทำให้เรียบ,7422
เคลือบสี เคลือบวาร์นิชเครื่องเรือนไม้โดยการขัด ลอกสีเก่าออก อุดรอยแตกและตำหนิ ตกแต่งตำหนิ ย้อมสี รวมทั้งการตกแต่งผิวสำเร็จที่เป็นตำหนิ,7422
ทำวงกบ กรอบบานประตู - หน้าต่าง บันไดและอื่นๆ โดยการไส เลื่อย เจาะ บาก บังใบ เซาะร่อง ทำเดือยแบบต่างๆ ต่อไม้ เข้าไม้ เสริมไม้ เพลาะไม้ และยึดประกอบ,7422
ทำผลิตภัณฑ์ของเล่นจากไม้ : ศึกษารูปแบบและรายละเอียดของผลิตภัณฑ์ : คัดเลือกวัสดุและอุปกรณ์ให้เหมาะสมกับประเภทของผลิตภัณฑ์ ; ตัด ไส กลึง ยึดประกอบเพื่อให้ได้ผลิตภัณฑ์ที่สมบูรณ์ ; ตรวจดูความเรียบร้อยของผลิตภัณฑ์เพื่อป้องกันอันตราย,7422
ตกแต่งภายในอาคารด้วยเครื่องเรือนไม้ประเภทตู้ โต๊ะเครื่องแป้ง หรืออื่นๆ ที่ยึดแน่นติดกับอาคารหรือตกแต่งด้วยคิ้ว บัวหรือวัสดุอื่นๆมาประดับให้สวยงาม ต้องมีความรู้เกี่ยวกับงานศิลปะ,7422
ปูพื้นอาคารด้วยไม้ : ศึกษารูปแบบและรายละเอียด ; คัดเลือกวัสดุ ทำความสะอาดพื้นซีเมนต์ ทาวัสดุยึดประสานและปูพื้นไม้ ทิ้งไว้ให้แห้งเพื่อให้ติดกันแน่น รองพื้น ขัดเรียบและเคลือบเงา,7422
ตรวจและคัดแยกประเภทและชั้นคุณภาพของไม้ ด้วยการใช้ความรู้ ความสามารถในการตรวจมาตรฐานไม้ และคัดแยกประเภท ชนิด คุณสมบัติและชั้นคุณภาพของไม้ รวมถึงการเก็บและรักษาไม้ เพื่อการนาไปใช้ในกรรมวิธีอื่นต่อไป,7422
ผู้ปฏิบัติงานอาชีพในกลุ่มนี้ รวมถึง ช่างทำเครื่องเรือนไม้และผู้ปฏิบัติงานที่เกี่ยวข้องกันซึ่งมิได้จัดประเภทไว้ในที่อื่น เช่น ช่างสร้างแบบไม้จำลอง ผู้ทำพาหนะด้วยไม้ ผู้ทำถังไม้ ผู้ทำรองเท้าไม้ ผู้ทำหีบศพ ผู้ทำกล้องยาสูบ ผู้ประกอบชิ้นส่วนของเครื่องเรือนหรือผลิตภัณฑ์อื่นๆ ที่ทำด้วยไม้อาชีพในหน่วยนี้ มีดังนี้,7422
ผู้ปฏิบัติงานอาชีพในหน่วยนี้ ได้แก่ ผู้ปรับตั้งและใช้เครื่องมือ เช่น เลื่อย เครื่องขึ้นรูปเครื่องไสไม้ เครื่องคว้านไม้ เครื่องกลึงและเครื่องตัดที่มีความแม่นยำ เพื่อแปรรูปไม้ให้เป็น ผลิตภัณฑ์ซึ่งอาจต้องใช้เครื่องมือแบบใดแบบหนึ่งหรือมากกว่าหนึ่งแบบในการทำผลิตภัณฑ์ดังกล่าว ตลอดจนปฏิบัติหน้าที่การงานที่เกี่ยวข้องและควบคุมดูแลผู้ปฏิบัติงานอื่น ๆ,7423
ปรับตั้งเครื่องมือในการทำงานไม้ทั่วไป เช่น เครื่องไสด้วยมือ เครื่องเลื่อยด้วยมือ เครื่องเจาะด้วยมือ เครื่องกลึงหรือเครื่องมืออื่นๆ,7423
ปรับตั้งและใช้เครื่องเลื่อย เลื่อยชิ้นส่วนไม้ให้ได้ขนาด ความกว้าง ความยาวและ รูปแบบตามความต้องการ : อาจชำนาญในการใช้เลื่อยแบบใดแบบหนึ่ง หรือมีชื่อเรียกตามประเภทของเลื่อยที่ใช้ทำงาน,7423
ปรับตั้งและใช้เครื่องกลึงไม้ : คัดเลือกใบมีดกลึงตามความเหมาะสมของงาน ; ตรวจดูชิ้นงานให้ตรงตามรายละเอียดที่กำหนดหรือตามแบบที่ต้องการ,7423
ปรับตั้งและใช้เครื่องทำบัวหรือร่อง :คัดเลือกเครื่องมือที่ใช้ให้เหมาะสมกับชิ้นงาน ;ตรวจดูชิ้นงานให้ตรงตามรายละเอียดที่กำหนดหรือตามแบบที่ต้องการ,7423
ปรับตั้งและใช้เครื่องไส ไสผิวไม้และลดความหนาของชิ้นไม้ : คัดเลือกใบมีดตามความเหมาะสมของงาน ; ตรวจดูชิ้นงานให้ตรงตามรายละเอียดที่กำหนดหรือตามแบบที่ต้องการ,7423
ปรับตั้งและใช้เครื่องแกะสลักลวดลายลงบนผิวของชิ้นไม้ ; ศึกษารูปแบบ คัดเลือกเครื่องมือแกะสลักให้เหมาะสมกับชิ้นงาน ; ตรวจดูชิ้นงานให้ตรงตามรายละเอียดที่กำหนด หรือตามแบบที่ต้องการ,7423
ผู้ปฏิบัติงานอาชีพในกลุ่มนี้ รวมถึง ช่างปรับตั้งและใช้เครื่องมือทำงานไม้ ซึ่งมิได้ จัดประเภทไว้ในที่อื่น เช่น ช่างปรับตั้งและใช้เครื่องมือขึ้นรูปงานไม้ ช่างปรับตั้งและใช้เครื่องเจาะ เครื่องเหลาไม้ เครื่องทากาวและเครื่องขัดกระดาษทรายอาชีพในหน่วยนี้ มีดังนี้,7423
ผู้ปฏิบัติงานอาชีพในหน่วยนี้ ได้แก่ ผู้ทำเครื่องเรือน เครื่องจักรสาน และตะกร้าด้วยหวาย อ้อ ต้นกก และวัสดุที่คล้ายคลึงกัน เลือกสรรและจัดเตรียมวัสดุที่ใช้ในการทำแปรงและ ไม้กวาด ใช้เส้นขนสัตว์ ไนล่อน เส้นใย และเส้นลวดเพื่อประกอบรวมกันเป็นฐานแปรง และใช้ใยต้นข้าวโพด เส้นใยเปลือกในของต้นมะพร้าว และเส้นใยแข็งต่างๆ มัดรวมเข้ากับก้านไม้กวาด ปฏิบัติหน้าที่การงานที่เกี่ยวข้องและควบคุมดูแลผู้ปฏิบัติงานอื่น ๆ,7424
สานตะกร้าและกระจาดให้มีรูปร่างและขนาดต่าง ๆ ด้วยมือ โดยใช้หวาย ไม้ไผ่ หรือวัสดุที่คล้ายคลึงกัน : ขึ้นรูปก้นตะกร้าหรือกระจาดโดยการสานเส้นตอกหรือวัสดุที่คล้ายคลึงกันไปตามโครงที่ทำด้วยเส้นไม้ไผ่ขนาดหนา ; สอดเส้นโครงไม้ไผ่ไปรอบขอบก้นตะกร้าหรือกระจาด และสอดเส้นโครงไม้ไผ่ให้อยู่ระหว่างส่วนต่าง ๆ ของก้นตะกร้าหรือกระจาดที่จะสาน เพื่อทำเป็นโครงด้านข้างของตะกร้าหรือกระจาด ; ดัดเส้นไม้ไผ่ให้ตั้งฉากกับก้นตะกร้าหรือกระจาด แล้วใส่ไม้ให้โค้งไปตามเส้นไม้ไผ่ เพื่อยึดเส้นไม้ไผ่ให้คงรูปสำหรับสานด้านข้าง ; สานเส้นตอกผ่านเส้นไม้ไผ่จนครบทุกด้าน ; เหลาหรือเสี้ยมปลายเส้นโครงไม้ไผ่ให้แหลม ดัดให้โค้ง และสอดเข้าในช่องว่างตอนบนของขอบตะกร้าหรือกระจาดจนครบทุกด้าน อาจชำนาญในการทำตะกร้า กระจาด หรือผลิตภัณฑ์อย่างอื่นประเภทใดประเภทหนึ่ง อาจทานํ้ายายางบนผลิตภัณฑ์บางชนิด เพื่อเพิ่มความคงทนและเพื่อให้กันนํ้าได้ อาจรมควันผลิตภัณฑ์บางชนิดเพื่อทำให้ผลิตภัณฑ์เป็นสีเหลือง,7424
ทำเครื่องเรือนประเภทจักสานด้วยมือจากผิวหรือส่วนที่อ่อนของหวาย กก ไม้ไผ่ หรือวัสดุที่คล้ายคลึงกัน : ดัดไม้ เช่น ไม้ไผ่ หรือหวายให้ได้รูปที่ต้องการด้วยวิธีลนไฟหรือใช้ไอนํ้าให้ได้รูปตามต้องการ และมัดเข้าด้วยกันเพื่อขึ้นโครงรูป ; สานไม้ไผ่หรือหวาย หรือวัสดุที่คล้ายคลึงกันโดยสอดผ่านไปตามโครงโดยรอบ ; ตกแต่งขอบให้เรียบ ด้วยการตัด ซ่อนหรือสานปลายที่ยังคงเหลืออยู่ ; ทำให้แข็งแรงและซ่อนรอยต่อของโครงโดยใช้ผิวไม้ไผ่ หวาย กก หรือวัสดุที่คล้ายคลึงกันพันโดยรอบ หรือโดยการทากาวและตอกตะปู อาจชำนาญในการจักสานผลิตภัณฑ์เฉพาะอย่างหรือส่วนใดส่วนหนึ่งของเครื่องเรือน อาจชำนาญในการทำหมวก,7424
คัดเลือกและเตรียมวัสดุที่ใช้ในการทำแปรง เช่น ขนแข็ง ๆ เส้นใย ไนลอน หรือเส้นลวด แล้วใส่วัสดุดังกล่าวลงในด้ามหรือแปรง : คัดแยกชนิดของวัสดุ แล้วผสมวัสดุต่าง ๆ ที่จะใช้ใส่ลงในด้ามหรือพื้นแปรงตามประเภทของแปรงที่จะทำ ทำความสะอาดและจัดเตรียมวัสดุ ; คัดแยกและทำวัสดุให้เป็นปุยหรือพู่ ; ใส่วัสดุที่ใช้ทำแปรงลงในรูที่เตรียมไว้แล้วและใช้กาวซีเมนต์ กากนํ้ามัน หรือลวดทำให้ติดแน่น ; ตัดขนแปรงให้ยาวสมํ่าเสมอกัน,7424
ทำไม้กวาดตามลำดับขั้นด้วยมือ : คัดแยก ทำความสะอาด และเตรียมวัสดุที่ใช้ทำ ไม้กวาด ; จัดเรียงวัสดุให้รอบปลายด้ามของไม้กวาด ในลักษณะแบนกว้าง และใช้เส้นหวายพันหรือมัดรอบวัสดุและด้าม ; ขลิบริมวัสดุที่ใช้ทำไม้กวาดให้ยาวสมํ่าเสมอกัน อาจทำไม้กวาดจากขนไก่ ก้านทางมะพร้าวหรือเส้นใย,7424
ผู้ปฏิบัติงานในกลุ่มนี้ รวมถึงช่างจักสาน ช่างทำแปรงและผู้ปฏิบัติงานที่เกี่ยวข้อง ซึ่งมิได้จัดประเภทไว้ในที่อื่น ตัวอย่างเช่น ผู้ถักเกลียวเส้นหญ้า เส้นกก และวัสดุที่คล้ายคลึงกัน เพื่อใช้ในการทำเสื่อ ; ผู้ใช้เครื่องจักรตัดแผ่นไม้ที่ใช้หุ้มขอบสิ่งจักสานให้ได้ขนาดที่ถูกต้อง เพื่อทำขอบของตะกร้า หรือกระจาด ; ผู้ใช้เครื่องจักรติดริม เพื่อหุ้มขอบของตะกร้าหรือกระจาด ; ผู้ใช้มือหรือเครื่องจักรลอกผิวหวายหรือไม้ไผ่ ; ผู้จักสาน และ/หรือถักให้เป็นเส้นยาว เพื่อใช้ในการทำหมวกฟาง ; ผู้ย้อมเส้นตอกเส้นกก หรือวัสดุที่คล้ายคลึงกันก่อนนำไปสานหรือทอกลุ่มอาชีพในหมู่นี้ มีดังนี้,7424
ผู้ปฏิบัติงานอาชีพในหมู่นี้ ได้แก่ ผู้จัดเตรียมเส้นใย เส้นด้ายเกลียวและเส้นด้ายปั่น เพื่อผลิตเนื้อผ้าด้วยวิธีการทอ ถักและกรรมวิธีอื่น ๆ สร้างแบบ ตัดเย็บ ปักและซ่อมแซมเสื้อผ้า เครื่องนุ่มห่มและสิ่งของเครื่องใช้จากสิ่งทอขนสัตว์และวัสดุอื่น ๆ หุ้มเบาะเครื่องเรือน เฟอร์นิเจอร์ และทำเบาะรองที่นอน รวมถึงการควบคุมดูแลผู้ปฏิบัติงานอื่น ๆ,7430
ผู้ปฏิบัติงานอาชีพในหน่วยนี้ ได้แก่ ผู้เตรียมเส้นใย ฝ้าย--ลินิน ไหม ปอ ป่าน และเส้นใยอื่น ๆ สำหรับการปั่นและการสาวเส้นด้าย คัดคุณภาพและจัดแยกประเภทเส้นใย ล้าง หรือทำความสะอาดและทำให้เส้นใยนุ่มฟู รวบเส้นใยให้เป็นแผ่นบาง ๆ หวีและรวบแผ่นเส้นใยให้เป็นวงกลม หรือทำให้แผ่นเส้นใยเป็นม้วน ปฏิบัติหน้าที่การงานที่เกี่ยวข้อง และควบคุมดูแลผู้ปฏิบัติงานอื่น ๆ,7431
คัดและจัดประเภทเส้นใยฝ้าย : ใช้นิ้วมือตรวจสอบความหยาบละเอียดของเส้นใย ; บันทึกสีของเส้นใย ; คาดคะเนความยาวของเส้นใย ; ประเมินค่าโดยเทียบกับมาตรฐานเส้นใยตามเกรด,7431
แก้ม้วนปอและคัดออกตามเกรด : ตรวจความชื้นของปอด้วยเครื่องวัดความชื้น ; คัดเลือกและจัดเกรดปอด้วยความระมัดระวัง แยกและจัดเกรดตามสี ความนุ่ม ความยาว และความหยาบละเอียด ; ตัดรากปอ ( หัวปอ ) ที่แข็งออกและขจัดสิ่งสกปรกโดยการฟาดหรือตีลงบนแท่นเข็มก่อนที่จะนำไปคัดแยกและจัดเกรดต่อไป,7431
ใช้เครื่องหีบฝ้ายแยกเส้นใยฝ้ายออกจากเมล็ด และทำความสะอาด : ป้อนเส้นใยฝ้ายเข้าเครื่องจักร ; เดินเครื่องจักร ; เครื่องจะสกัดเมล็ดฝ้ายออกจากเส้นใยและกำจัดฝุ่นหรือสิ่งที่ไม่ต้องการออกโดยอัตโนมัติ ; หยุดเครื่องจักรเมื่อทำความสะอาดเส้นใยฝ้ายเรียบร้อยตามกรรมวิธี เอาเส้นใยออกจากเครื่องหีบ เพื่อนำไปใช้ในกรรมวิธีต่อไป ; ทำความสะอาดและหยอดนํ้ามันเครื่องจักรเท่าที่จำเป็น,7431
ใช้มือสาวและบิดเกลียวเส้นไหมตั้งแต่สองเส้นขึ้นไปออกจากรังไหม : ต้มนํ้าให้ร้อนถึงอุณหภูมิที่ต้องการ ; ใส่รังไหมลงในหม้อทีละน้อย แล้วเริ่มสาวไหมโดยใช้มือสาวเส้นไหมขึ้นมาจากรังไหมประมาณหนึ่งเส้นหรือสองเส้น สอดผ่านรูบนโครงไม้ที่ติดอยู่ตอนบนของหม้อแล้วพันรอบล้อที่ใช้ปั่นเส้นไหมซึ่งอยู่ระหว่างโครงไม้ ; ใช้มือข้างหนึ่งคอยสาวใยเส้นไหมด้วยตะขอ แล้วใช้มืออีกข้างหนึ่งดึงปลายเส้นไหมให้ต่อเนื่องกันตลอดเวลาที่สาวและบิดเกลียวเส้นไหม ; เอาเส้นใยไหมออกจากรังไหมให้หมด เอาตัวดักแด้ออกจากหม้อ และเติมรังไหมใหม่ลงในหม้ออีก ; ต่อเส้นใยไหมที่ขาดระหว่างการสาวและบิดเกลียว ; เก็บเส้นใยไหมที่สาวและบิดเกลียวไว้ในกระจาดหรือภาชนะ แล้วกรอเส้นไหมบนเครื่องปั่นทำด้วยไม้หรือไม้ไผ่ หรือม้วนให้เป็นเข็ด ตลอดเวลาที่สาวและบิดเกลียวเส้นไหมให้เติมเชื้อเพลิงในเตาเพื่อรักษาระดับความร้อน,7431
ลอกกาวออกจากเส้นไหม :ใส่น้ำลงไปในภาชนะ ; ทำให้น้ำร้อนจนถึงอุณหภูมิที่ต้องการ ; ใส่สบู่หรือสารที่ทำให้สะอาด ;  ควบคุมอุณหภูมิของน้ำยา ;  ใส่ไจไหมลงในน้ำยาที่กำลังต้มอยู่ในภาชนะ ;  นำไจไหมไปแขวนบนโครงโลหะ  แล้วนำไจไหมเคลื่อนผ่านไปในน้ำยา  ;   ซักไจไหมในน้ำสะอาด  ;  ถ่ายเทน้ำยาออกจากภาชนะแล้วทำความสะอาดภาชนะ ; นำไจไหมไปทำให้แห้ง,7431
ผู้ปฏิบัติงานอาชีพในกลุ่มนี้ รวมถึง ผู้เตรียมเส้นใยซึ่งมิได้จัดประเภทไว้ในที่อื่น ตัวอย่างเช่น พนักงานล้างเส้นใยดิบ พนักงานฉีกฝ้าย และเก็บสิ่งสกปรกใหญ่ๆ ที่ติดมากับฝ้ายดิบออก เป็นต้นอาชีพในหน่วยนี้ มีดังนี้,7431
ผู้ปฏิบัติงานอาชีพในหน่วยนี้ ได้แก่ ผู้ปั่นและสาวด้ายด้วยมือ สำหรับการทอและถักผืนผ้าเครื่องนุ่งห่ม และสิ่งขอเครื่องใช้อื่นๆ ดึงเส้นด้ายเกลียวลงบนเครื่องทอผ้าด้วยมือ ทอผืนผ้าธรรมดาหรือผ้าที่มีลวดลายสวยงาม ผ้าลูกไม้ หรือผืนผ้าอื่น ๆ บนเครื่องทอผ้าที่ขับเคลื่อนด้วยมือ ผลิตพรมโดยใช้กรรมวิธีขมวดปม (Knotting Technique) ถักเสื้อผ้า เครื่องนุ่มห่ม และสิ่งของเครื่องใช้อื่น ๆ ด้วยมือหรือด้วยเครื่องจักรที่ขับเคลื่อนด้วยมือ ตลอดจนปฏิบัติหน้าที่การงานที่เกี่ยวข้องและควบคุมดูแลผู้ปฏิบัติงานอื่น ๆ,7432
ปั่นเส้นด้าย  ฝ้ายด้วยเครื่องปั่น : พันเส้นด้ายรอบแกนของเครื่องปั่น 2-3 รอบ ; จับปลายเส้นด้ายด้วยมือซ้าย  และใช้มือขวาค่อยๆ หมุนวงล้อของเครื่องปั่น  เพื่อให้เส้นด้ายพันรอบแกน ในขณะเดียวกันก็ใช้มือซ้ายดึงและปั่นเส้นด้ายและม้วนเข้าหลอดด้ายอย่างช้า  ๆ   ตรวจสอบและซ่อมเส้นด้ายที่ขาด  นำหลอดด้ายที่เต็มแล้วออกจากแกนและเปลี่ยนหลอดใหม่เข้าแทนที่,7432
กรอเส้นด้ายตั้งแต่สองเส้นขึ้นไปเข้าในหลอดโดยไม่ต้องบิดเกลียว ใส่หลอดด้ายลงบนแกนของเครื่องกรอ สอดปมด้ายผ่านช่องร้อยด้าย ดึงปลายเส้นด้ายทั้งสองเส้นขึ้นไปมารวมเข้าด้วยกัน แล้วพันเส้นด้ายรอบแกนของเครื่องกรอ 2-3 รอบ ดึงปลายเส้นด้ายในขณะเดียวกันก็ค่อย ๆ หมุนวงล้อของเครื่องกรอด้วยมือขวา ใช้มือซ้ายจับและกรอเส้นด้ายช้า ๆ ; ตรวจสอบและต่อเส้นด้ายที่ขาด นำหลอดด้ายที่กรอเต็มแล้วออกจากแกน และเปลี่ยนหลอดใหม่เข้าแทนที่,7432
ทาเกลียวเส้นด้ายด้วยมือ : ควั่นเส้นด้ายฝ้ายพันกันเป็นเกลียวเพื่อทาให้เป็นเส้นเช่นเดียวกันกับริบบิ้นหรือเชือก สาหรับใช้มัดหรือตกแต่ง ; อาจย้อมเส้นด้ายฝ้ายก่อนที่จะนาไปควั่นเกลียว อาจทาเกลียวเส้นด้ายที่มีขนาดต่าง ๆ กันตามความต้องการหรือตามการสั่งทา,7432
กรอเส้นด้ายจากหลอดหนึ่งไปยังอีกหลอดหนึ่งเพื่อสะดวกแก่การนำไปใช้ในกรรมวิธีต่อไป หรือเพื่อสะดวกแก่การขนย้าย : ใส่หลอดเปล่าลงบนแกนของเครื่องกรอด้วยมือ ดึงปลายเส้นด้ายออกมาแล้วพันเข้ากับหลอด หมุนวงล้อเครื่องกรอ นำหลอดด้ายที่กรอเต็มแล้วออกและเปลี่ยนหลอดใหม่เข้าแทนที่,7432
นำเส้นด้ายที่ผ่านการลงแป้งแล้วมาร้อยเข้าห่วงตะกรอ ใช้มือสอดปลายเส้นด้ายเข้าห่วงตะกรอ แยกจำนวนเส้นด้ายที่จะร้อยเข้าห่วงตะกรอให้เท่ากับขนาดความกว้างของผ้าที่กำหนดไว้เพื่อเตรียมการทอผ้า สอดปลายเส้นด้ายทุกเส้นบนม้วนด้ายยืนผ่านห่วงตะกรอโดยใช้มือร้อยตะขอเกี่ยว หรือกรรไกรร้อยปลายเส้นด้ายทุกเส้นเข้าฟันหวีด้วยการร้อยทีละเส้นหรือทีละหลายเส้นแบ่งปลายเส้นด้ายผูกรวมกันเป็นช่อ ๆ เพื่อเตรียมการทอต่อไป หรืออาจใช้เครื่องช่วยร้อยตะกรอ ซึ่งเครื่องร้อยตะกรอจะเลือกเส้นด้ายจากม้วนด้ายยืนขึ้นมาทีละเส้นแล้ววางไว้ในที่ที่จะสอดเส้นด้ายผ่านห่วงตะกรอ เมื่อร้อยตะกรอเสร็จแล้วต้องนำไปร้อยเข้ากับฟันหวีอีกครั้งหนึ่ง เพื่อนำไปประกอบเข้าเครื่องทอผ้าต่อไป,7432
ซ่อมผืนผ้าที่บกพร่อง ; ตรวจผืนผ้าเพื่อค้นหาเครื่องหมายที่แสดงความบกพร่อง ; ใช้เครื่องมือดึงปมด้ายและเส้นด้ายที่หย่อนออก ; แซมด้ายที่ขาดหรือที่เสียโดยใช้ด้ายและเข็มซ่อมชนิดมองไม่เห็นรอยซ่อม หรือใช้เข็มถักให้เนื้อผ้าเต็ม,7432
ทอผ้าบนหูกซึ่งใช้มือทอ : ใช้เท้ากดลงบนคันถีบเพื่อแยกเส้นด้ายยืน ; ใช้มือพุ่งกระสวยด้ายพุ่งหรือซักคันไม้ผลักกระสวยพุ่งผ่านเส้นด้ายยืน ; ใช้ฟันหวีกระทบเส้นด้ายพุ่งให้เข้าที่ ; ใช้มือต่อเส้นด้ายที่ขาด อาจเตรียมและตั้งหูกทอผ้าด้วยตนเอง (ทาด้ายยืนและร้อยตะกรอเส้นด้ายยืน) ตกแต่งผ้าสาเร็จตามคุณภาพที่ต้องการ รวมถึงการทอผ้ายกดอกด้วยมือ,7432
ทอพรมบนหูกมือที่ใช้มือทอ : ใช้เท้ากดลงบนคันถีบเพื่อแยกเส้นด้ายยืน ; ใช้มือพุ่งกระสวยด้ายพุ่งผ่านเส้นด้ายยืน ; ใช้เครื่องกระทบเส้นด้ายพุ่งให้อยู่ในที่ ; เติมเส้นด้ายลงในกระสวยด้ายพุ่ง ; ใช้มือต่อเส้นด้ายที่ขาด ; ถักขอบรอบนอกของพรมด้วยมือ,7432
ใช้ด้ายถักผืนผ้า เครื่องแต่งกาย เช่น เสื้อถักและผลิตภัณฑ์อื่น ๆ ตรวจสอบทุกขั้นตอนการผลิตให้ตรงตามแบบที่ต้องการ : ถักผืนผ้าด้วยเครื่องถักด้วยมือ โดยใส่หลอดด้ายลงในแกนและร้อยปลายด้ายผ่านส่วนต่าง ๆ ไปเข้าเครื่องถัก จัดเข็มถักตามจำนวนที่ต้องการ ทำการถักผ้าด้วยมือ หรือนำผืนผ้าที่ถักแล้วเกี่ยวเข้าเครื่องเย็บ ( Linking machine ) และประกอบชิ้นส่วนต่าง ๆ เป็นตัวเสื้อ สอยเก็บหางด้าย ติดกระดุม ตกแต่งสำเร็จด้วยกระบวนการ ซัก อบ รีด ; ตรวจสอบทุกขั้นตอนการผลิตให้ตรงตามแบบที่ต้องการ,7432
ใช้เข็มโครเชต์ถักด้ายหรือไหมพรมเพื่อทำริมผ้า สิ่งของเครื่องใช้และทำเป็นผืนผ้าลวดลายต่าง ๆ : เลือกเข็มถักและด้ายหรือไหมพรม ; ถักเป็นห่วงและผูกปมให้เป็นลวดลายตามแบบที่ประดิษฐ์ขึ้นหรือตามแบบที่มีอยู่เดิม อาจถักโครเชต์เพื่อขลิบริม และถักเป็นชิ้น ๆ เพื่อตกแต่งเครื่อง แต่งกายและสิ่งของเครื่องใช้,7432
ผู้ปฏิบัติงานอาชีพในกลุ่มนี้ รวมถึง ช่างทอ ช่างถัก และผู้ปฏิบัติงานที่เกี่ยวข้อง ซึ่ง มิได้จัดประเภทไว้ในที่อื่น ตัวอย่างเช่น ผู้ทางานเกี่ยวเนื่องกับกรรมวิธีการปั่น ปั่นเกลียวและกรอเศษด้ายที่ขาดด้วยมือ การตัดชิ้นงานที่เสียออก การทาความสะอาด ผู้ช่วยต่อเส้นด้ายที่ขาด ผู้ใส่หลอดด้ายลงในเครื่องทอ ผู้ถักวิกผมโดยใช้เข็มปลายงอแหลมปักลงบนคีกาตะ แล้วเกี่ยวเส้นผมติดกับปลายเข็มตวัดขึ้นมาปิดให้แน่นกับคีกาตะ หรือผู้ปฏิบัติงานที่เกี่ยวเนื่องกับกรรมวิธีการถักอาชีพในหน่วยนี้ มีดังนี้,7432
