Classification,Position
2143,"Electrical engineer, general"
2143,"Electrical engineer, power generation"
2143,"Electrical engineer, transmission power system"
2143,Electrical Engineers
2144,Computer engineer
2144,Electronics and Telecommunications Engineers
2144,Electronics engineer
2144,"Engineer, telecommunication equipment"
2144,Telecommunications engineer
2145,Marine Engineer
2145,"Mechanical engineer, aeronautics"
2145,"Mechanical engineer, agricultural machinery"
2145,"Mechanical engineer, air conditioning"
2145,"Mechanical engineer, automotive engine"
2145,"Mechanical engineer, boiler and pressure plate"
2145,"Mechanical engineer, food machinery"
2145,"Mechanical engineer, general"
2145,"Mechanical engineer, internal combustion engine,except marine, aeronautics and automotive engine"
2145,"Mechanical engineer, machinery and tool"
2145,"Mechanical engineer, maintenance"
2145,"Mechanical engineer, nuclear power"
2145,"Mechanical engineer, pipe system"
2145,"Mechanical engineer, post harvest and process"
2145,"Mechanical engineer, railway locomotive engine"
2145,"Mechanical engineer, refrigeration"
2145,"Mechanical engineer, structural"
2145,"Mechanical engineer, turbines except marine and aeronautics"
2145,Mechanical Engineers
2145,Naval Engineer
2146,"Chemical engineer, food and drink"
2146,"Chemical engineer, general"
2146,"Chemical engineer, production process"
2146,"Chemical engineer, products"
2146,"Chemical engineer, textile"
2146,Chemical engineers
2146,Other chemical engineer
2146,Petrochemical engineer
2146,"Technologist, industrial chemical"
2147,Extractive metallurgist
2147,Metallurgical engineer
2147,"Mining engineer, general"
2147,"Mining engineer, metal"
2147,"Mining engineer, non - ferrous metal"
2147,"Mining Engineers, Metallurgists and Relater Professionals"
2147,Other mining engineer
2147,Petroleum engineer
2148,"Architects, Engineers and Related Professionals Not Elsewhere Classified"
2148,Cartographer ; map – maker
2148,Cartographers and Surveyors
2148,"Surveyor , mining"
2148,"Surveyor, general"
2148,"Surveyor, hydrographic"
2148,"Surveyor, land ; Geodesic"
2149,Ceramics engineer
2149,Garment engineer
2149,Industrial efficiency engineer
2149,"Industrial engineer, general"
2149,Manufacturing industrial engineer
2149,Products Safety Engineer
2149,Quality engineer
2149,Safety engineer
2149,Textiles engineer
2200,Life Science and Health Professionals
2210,Life Science Professionals
2211,"Biologist, general"
2211,"Biologists, Botanists, Zoologists and Related Professionals"
2211,Biotechnologist
2211,Botanist
2211,Ecologist
2211,Marine Scientist
2211,Microbiologist
2211,Zoologist
2212,Biochemist
2212,Biophysicist
2212,Forensic Scientist
2212,Medical Technologist
2212,Pathologist
2212,Pharmacologist
2212,"Pharmacologists, Pathologists and Related Professionals"
2212,Physiologist
2212,Plant Pathologist
2212,Radiological Technologist
2213,Agronomist
2213,Agronomists and related professionals
2213,Animal Scientist
2213,Entomologist
2213,Forestry Scientist
2213,Horticuturist
2213,Silviculturist
2213,Soil Scientist
2220,Health Professionals ( except nursing )
2221,Anesthetist
2221,Dentists
2221,Dermatologist
2221,"Medical doctor , internal medicine"
2221,"Medical doctor, obstetrics and gynecology"
2221,Medical Doctors
2221,Ophthalmologist
2221,Orthopedist
2221,Otolaryngologist
2221,Pediatrician
2221,Physiatrist
2221,Psychiatrist
2221,Surgeon
2222,"Dentist, dental public health"
2222,"Dentist, endodontistry"
2222,"Dentist, general"
2222,"Dentist, operative dentistry"
2222,"Dentist, oral medicine"
2222,"Dentist, oral surgery and maxillofacial"
2222,"Dentist, oral surgery and maxillofacial"
2222,"Dentist, orthodontistry"
2222,"Dentist, pedodontistry"
2222,"Dentist, periodontistry"
2222,"Dentist, prosthodontistry"
2223,"Veterinarian, farming"
2223,"Veterinarian, general"
2223,"Veterinarian, livestock"
2223,"Veterinarian, pet"
2223,"Veterinarian, public health"
2223,"Veterinarian, veterinary pathology"
2223,"Veterinarian, wild animal"
2223,Veterinarians
2224,"Druggist, research and development"
2224,"Pharmacist , drug marketing"
2224,"Pharmacist, community"
2224,"Pharmacist, consumer protection"
2224,"Pharmacist, hospital"
2224,"Pharmacist, industrial"
2224,Pharmacists
2229,Health Professionals (except nursing ) not elsewhere classified
2230,Nursing and Midwifery Professionals
2230,Nursing and Midwifery Professionals
2230,Professional midwife
2230,"Registered nurse, community"
2230,"Registered nurse, general"
2230,"Registered nurse, inpatient"
2230,"Registered nurse, outpatient"
2230,"Registered nurse, specialise"
2300,Teaching Professionals
2310,"College, University and Higher Education Teaching Professionals"
2310,"College, University and Higher Education Teaching Professionals"
2310,"College, University and Higher Education Teaching Professionals"
2310,"Teacher, agriculture, forestry and fishery"
2310,"Teacher, architecture and town planning"
2310,"Teacher, commercial and business administration"
2310,"Teacher, education science and teacher training"
2310,"Teacher, engineering"
2310,"Teacher, fine and applied arts"
2310,"Teacher, home economics"
2310,"Teacher, humanities, religion and theology"
2310,"Teacher, law"
2310,"Teacher, mass communication and documentation"
2310,"Teacher, mathematics and computer science"
2310,"Teacher, medical science and health – related"
2310,"Teacher, natural science"
2310,"Teacher, social and behavioral science"
2320,Secondary Education Teaching Professionals
2320,Secondary Education Teaching Professionals
2320,"Teacher, secondary education"
2320,"Teacher, vocational education"
2330,Primary and Pre – Primary Education Teaching Professionals
2331,Primary Education Teaching Professionals
2331,"Teacher, primary education"
2332,Pre – Primary Education Teaching Professionals
2332,"Teacher, pre – primary education"
2340,Special Education Teaching Professionals
2340,Special Education Teaching Professionals
2340,"Teacher special education, for the difficult learning"
2340,"Teacher, special education, for the autistic"
2340,"Teacher, special education, for the behaviour"
2340,"Teacher, special education, for the blind"
2340,"Teacher, special education, for the deaf"
2340,"Teacher, special education, for the genius"
2340,"Teacher, special education, for the mentally handicapped"
2340,"Teacher, special education, for the physical – mentally handicapped"
2340,"Teacher, special education, for the physically handicapped"
2340,"Teacher, special education, for the short – interested"
2350,Other Teaching Professionals
2351,Educated supervisor
2351,Educated technologist
2351,Education Methods Specialists
2351,"Specialist, audio – visual and other teaching aids"
2352,"Inspector, school"
2352,School Inspectors
2359,Other Teaching Professionals Not Elsewhere Classified
2411,"Accountant, general"
2411,"Accountant, specialist"
2411,Accountants
2411,Auditor
2411,Internal auditor
2412,Counsellor
2412,Job analyst
2412,Personal and Careers Professionals
2419,Advertiser
2419,Business Professionals Not Elsewhere Classified
2419,"Creator, public relation"
2419,Market Officer
2419,Marketing  researcher
2419,Marketing analyst
2419,Meeting Planner
2419,"Officer, Customer service"
2419,Public relation
2420,Legal Professionals
2421,Attorney
2421,Barrister
2421,Barrister
2421,Lawyer
2421,Lawyers
2421,Solicitor
2422,Arvitator
2422,Judge
2422,"Judge,  high  count"
2422,"Judge, magistrate"
2422,Judges
2429,"Advisor, legal ; Notary"
2429,Coroner
2429,Legal Professionals Not Elsewhere Classified
2430,"Archivists, Librarians and Related Information Professionals"
2431,Archivist
2431,Archivists and Curators
2431,Curators
2432,Documentarian
2432,Librarian
2432,Librarians and related Information Professionals
2440,Social Science and Related Professionals
2441,"Economist, general"
2441,"Economist, specialist"
2441,Economists
2442,Anthropologist
2442,Archaeologist
2442,Geographer
2442,Sociologist
2442,"Sociologists, anthropologists and Related Professionals"
2443,Historian
2443,Philosopher
2443,"Philosophers, Historians and Political Scientists"
2443,Political scientist
2444,Interpreter
2444,Philologist
2444,"Philologists, Translators and Interpreters"
2444,Translator
2444,"Translator, news"
2444,"Translator, script / television, motion picture"
2445,"Psychologist, general"
2445,"Psychologist, specialist"
2445,Psychologists
2446,Social Work Professionals
2446,"Social worker, case work"
2446,"Social worker, general"
2446,"Social worker, group work"
2450,Writers and Creative or Performing Artists
2451,Author
2451,"Authors , Journalists and Other Writers"
2451,"Copy writer, advertising"
2451,Critic
2451,"Editor, newspaper"
2451,"Editor, radio news"
2451,"Editor, television news"
2451,"Editorial administrator, newspaper"
2451,Novelist
2451,Novelist
2451,"Reporter, journalist"
2451,"Reporter, radio news"
2451,"Reporter, television news"
2451,"Rewriter, newspaper"
2451,"Rewriter, radio news"
2451,Technical copywriter
2451,"Writer, darma / dramalist"
2451,"Writer, radio script"
2451,"Writer, script, motion picture"
2451,"Writer, script, television"
2452,"Artist, printing"
2452,"Carpenter, wood work designer"
2452,Cartoonist
2452,Commercial Artist
2452,"Composers , Musicians and Singers"
2452,Drawer ; painting artist
2452,Gold leaves fitter
2452,Lacquer painter
2452,Mask maker
2452,Metal work designer
2452,Mother of pearl designer
2452,Mould sculptor
2452,Painter
2452,Painter
2452,Sculptor
2452,"Sculptors , Painters and Related Artists"
2452,Stain glass designer
2452,Wood carver
2453,"Arranger, music"
2453,Band master
2453,"Composer, music"
2453,Conductor
2453,"Manager, band"
2453,"Musician, instrument"
2453,Orchestrator
2453,Singer
2453,"Writer, songs"
2454,Choreographer
2454,Choreographers and Dancers
2454,Dancer
2454,"Dancer, classical"
2454,"Dancer, cultural"
2455,Actor / actress
2455,"Actor, radio dramatic"
2455,"Art director, advertising"
2455,"Art director, Television and motion picture"
2455,"Assistant prop handler, television"
2455,"Controller, continuing picture, motion picture"
2455,"Controller, programme / television"
2455,"Co-ordinator, programme and news"
2455,"Creator, radio broadcasting programme"
2455,"Creator, television programme"
2455,"Data officer, motion picture"
2455,"Data officer, television"
2455,"Director, light / television"
2455,"Director, motion picture"
2455,"Director, picture / motion picture"
2455,"Director, picture / television"
2455,"Director, programme / television"
2455,"Director, sound / motion picture"
2455,"Director, sound / television"
2455,"Director, stage / theatrical"
2455,"Director, technical / television"
2455,"Director, television"
2455,"Film , Stage and Related Actors and Directors"
2455,Home economist
2455,"Manage, programme / television"
2455,"Photographer, motion picture"
2455,"Producer, programme / television"
2455,"Selector, actor"
2455,"Setter, radio broadcasting programme"
2455,"Stage director, television"
2455,"Stage director, theatre"
2455,"Story teller, radio and television"
2455,stuntman ; Impersonator
2455,"Television programme, officer"
2455,Wardrober
2460,"Minister, religion"
2460,Missionary
2460,Non – ordained
2460,Ordained
2460,Pastor
2460,Religious Professionals
2460,Religious Professionals
3000,Technicians and Associate Professionals
3100,Physical and Engineering Science Associate Professionals
3110,Physical and Engineering Science Technicians
3111,Chemical and Physical Science Technicians
3111,Chemistry technician
3111,Geological technician
3111,Nuclear technician
3111,Physics technician
3111,technician
3112,"Civil engineering technician , construction"
3112,Civil engineering technician general
3112,Civil Engineering Technicians
3113,Electrical engineering technician
3113,"Electrical engineering technician , electric power"
3113,"Electrical engineering technician , Instrument and control"
3113,Electrical Engineering Technicians
3114,Computer engineering technician
3114,Electronic engineering technician
3114,Electronics and Telecommunications Engineering Technicians
3114,Telecommunication engineering technician
3115,Aeronautical  engineering  technician
3115,Casting engineering technician
3115,Marine engineering technician
3115,Mechanical  engineering  technician
3115,Mechanical Engineering Technicians
3115,Meckatronic engineering technician
3115,"Technician , nuclear power"
3115,"Technician engineering , air – conditioning"
3115,"Technician engineering , refrigeration"
3115,"Technician engineering ,engine , machine and equipment"
3116,Chemical engineering technician petroleum and natural gas
3116,Chemical Engineering Technicians
3116,General chemical engineering technician
3116,Other chemical engineering technician
3117,General mining engineering technician
3117,Metallurgical engineering technician
3117,Metallurgical technician
3117,Mining and Metallurgical Technicians
3117,Other mining engineering technician
3117,Petroleum engineering technician
3118,"Draughtsman , architecture"
3118,"Draughtsman , electrical engineering"
3118,"Draughtsman , general"
3118,"Draughtsman , map"
3118,"Draughtsman , marine engineering"
3118,"Draughtsman , mechanical engineering"
3118,"Draughtsman , structural civil engineering"
3118,Draughtspersons
3119,Physical and Engineering Science Technicians Not Elsewhere Classified
3119,"Technician , efficiency industrial engineering"
3119,"Technician , production engineering"
3119,"Technician , safety system"
3119,"Technician , surveyor"
3119,"Technician , system engineering , excel computer"
3119,"Technician engineering , estimator"
3120,Computer Associate Professionals
3121,Computer assistant
3121,Computer Assistants
3121,"Sale representative , IT"
3122,Computer Associate Professionals
3122,Computer operator
3122,"Technician , computerize system"
3123,Industrial Robot Controllers
3123,"Robot controller , technician"
3130,Optical and Electronic Equipment Operators
3131,"Assistant camera man , technician"
3131,"Cameraman , motion picture"
3131,Cameraman television
3131,"Graphic designer , television"
3131,"Maintenance technician , television"
3131,Negative cutter
3131,"Photographer , commercial ; Lustration"
3131,"Photographer , feature"
3131,"Photographer , portrait"
3131,"Photographer , press"
3131,"Photographer , public relation"
3131,Photographers and Image and Sound Recording Equipment Operators
3131,"Program  editor , television"
3131,"Sound engineer ; sound mixer , sound recorder, technician"
3131,"Technician , camera"
3131,"Technician , picture director , television"
3132,Broadcasting and Telecommunications Equipment Operators
3132,"Operator , radio broadcasting station"
3132,"Operator , television broadcasting station"
3132,"Projectionist , cinema"
3132,"Setter , projection and mixing sound"
3132,Signalling controller
3132,"Technician , microwave"
3132,"Technician , radio broadcasting"
3132,"Technician , slip radio"
3132,Technician satellite
3133,Medical Equipment Operators
3133,"Operation , medical x – ray equipment"
3133,"Operator , electrocardiograph equipment"
3133,"Operator , radio active equipment"
3133,"Operator , scanning equipment"
3139,Optical and Electronic Equipment Operators NotElsewhere Classified
3139,"Others operator , optical and electronic equipment"
3140,Ship and Aircraft Controllers and Technicians
3141,Chief Engineer
3141,Fourth Engineer
3141,Second Engineer
3141,Ships’ Engineers
3141,Supervisor ship engineer
3141,Third Engineer
3142,"Assistant chief officer , ship"
3142,Chief officer
3142,"Fireman , ship"
3142,Marinetine pilot
3142,Mechanical officer
3142,"Ship’s captain , fishery"
3142,"Ship’s captain , sea"
3142,Ship’s master
3142,Ships’ Deck Officers and Pilots
3143,Flight engineer
3143,Flight Navigator
3143,Pilot
3143,"Pilot , specialised"
3143,Professionals
3144,Air Traffic Controller
3144,Air Traffic Controllers
3145,Air Traffic Safety Technicians
3145,"Technician , air traffic safety"
3150,Safety and Quality Inspectors
3151,Building and Fire Inspectors
3151,Building inspector
3151,Fire inspector
3152,Aircraft engineering inspector
3152,Cloth examiner
3152,"Inspector , fibre , textile"
3152,"Inspector , quality product , electrical and electronic"
3152,"Inspector , quality product , wood"
3152,"Inspector , quality product textile"
3152,"Inspector , service"
3152,Inspector aircraft
3152,Quality controller raw material and food product
3152,"Safety and health inspector , environment"
3152,"Safety officer , working condition"
3152,"Safety, Health and Quality Inspectors"
3200,Life Science and Health Associate Professionals
3210,Life Science Technicians and Related Associate Professionals
3211,Biological Technician
3211,Life Science Technicians
3212,Agricultural Technician
3212,Agronomy and Forestry Technicians
3212,Forestry Technician
3213,Farming Adviser
3213,Farming and Forestry Advisers
3213,Forestry Adviser
3220,Modern Health Associate Professionals ( except nursing )
3221,Medical assistant
3222,Educational health
3222,Occupational health
3222,Sanitarian
3222,Sanitarians
3222,"Specialist , health"
3223,"Consultant , dietetic"
3223,"Consultant , nutritionist"
3223,Dieticians and Nutritionists
3224,Optician
3224,Optometrists and Opticians
3225,Dental Assistants
3225,Dentist assitant
3225,Preventive and public health dentist
3226,Physiotherapist
3226,Physiotherapists and Related Associate Professionals
3227,Artificial insemination officer
3227,Technical veterinarian
3227,Veterinary assistant
3228,Pharmaceutical Assistants
3228,Pharmacist assistant
3229,Modern Health Associate Professionals (exceptnursing ) Not Elsewhere Classified
3229,Occupational  therapist
3229,Orthophonist
3229,"Practitioner , homeopathic"
3230,Nursing and Midwifery Associate Professionals
3231,Assistant nurse
3231,Nursing Associate Professionals
3232,Assistant midwife
3232,Midwifery Associate Professionals
3240,Traditional Medicine Practitioners and Faith Healers
3241,Traditional massage
3241,Traditional medicine practitioner
3241,Traditional Medicine Practitioners
3242,Faith healer
3242,Faith Healers
3300,Teaching Associate Professionals
3310,Primary Education Teaching Associate Professionals
3310,Primary Education Teaching Associate Professionals
3310,"Teacher , primary education"
3320,"Assistant teacher , kindergarten"
3320,Pre – Primary Education Teaching Associate Professionals
3320,Pre – Primary Education Teaching Associate Professionals
3330,"Assistant teacher , special education"
3330,Special Education Teaching Associate Professionals
3330,Special Education Teaching Associate Professionals
3340,Other Teaching Associate Professionals
3340,Other Teaching Associate Professionals
3340,"Teacher, driving"
3340,"Teacher, flying"
3340,"Teaching, sailing"
3400,Other Associate Professionals
3410,Finance and Sales Associate Professionals
3411,Certified Marketing Representatives
3411,Investment Advisors
3411,Securities and Finance Dealers and Brokers
3411,Securities traders
3412,Insurance representative
3412,Insurance Representatives
3412,"Underwriter , insurance"
3413,Estate agent
3413,Estate Agents
3414,"Consultant , travel"
3414,Travel Consultants and Organisers
3414,Travel Organizer
3415,Canvasser
3415,Customer service
3415,Product representative
3415,Service person
3415,Technical and Commercial Sales Representatives
3415,Technical salesperson
3416,Buyer
3416,Buyers
3416,"Purchasing agent , purchaser"
3417,Appraiser
3417,"Appraisers, Valuers and Auctioneers"
3417,Auctioneer
3417,Auto–Damage insurance inspector
3417,Insurance Adjuster
3417,Insurance cliams examines
3419,Finance and Sales Associate Professionals Not Elsewhere Classified
3419,"Others , finance and sales associate professional"
3420,Business Services Agents and Trade Brokers
3421,"Broker, commodity"
3421,"Broker, shipping"
3421,"Broker, trade"
3421,Trade Brokers
3422,"Agent, Clearing"
3422,"Agent, Forwarding"
3422,"Agent, Shipping"
3422,Clearing and Forwarding Agents
3423,Employment agent
3423,Employment Agents and Labour Contractors
3429,"Agent , business service"
3429,"Agent , sell , film"
3429,Business Services Agents and Trade Brokers Not Eleswhere Classified
3429,"Salesperson , press advertising"
3429,"Salesperson , radio and television advertising"
3430,"Customs, Tax and Related Government Associate Professionals"
3431,Administrative Secretaries and Related Associate Professionals
3431,Administrative secretary
3431,Correspondence clerk
3431,Verbatim reporter
3432,Bailiff
3432,"Clerk , clam insurance"
3432,"Clerk , law"
3432,Lawyer   assistant
3432,Legal and Related Business Associate Professionals
3433,Bookkeeper
3433,Bookkeepers
3434,"Assistant , accountant"
3434,"Assistant , actuary"
3434,"Assistant , mathematician"
3434,"Assistant , statistician"
3434,"Statistical, Mathematical and Related Associate Professionals"
3439,Administrative Associate Professionals Not Elsewhere Classified
3439,Executive secretary committee
3439,Meeting Coordinator
3440,"Customs, Tax and Related Government Associate Professionals"
3441,Customs and Border Inspectors
3441,"Inspector , border"
3441,"Inspector , custom"
3441,"Officer , passport checking"
3442,Excise officer
3442,Government Tax and Excise Officials
3442,Tax officer
3443,Government Social Benefits Officials
3443,Pension officer
3443,Social benefit officer
3444,Government Licensing Officials
3444,Immigration officer
3444,Passport issuing officer
3449,"Customs, Tax and Related Government Associate Professionals Not Elsewhere Classified"
3449,"Customs, Tax and Related Government Associate Professionals Not Elsewhere Classified"
3450,Detective
3450,Police inspector
3450,Police Inspectors and Detectives
3450,Police Inspectors and Detectives
3460,Social Work Associate Professionals
3460,Social Work Associate Professionals
3460,Social work officer
3470,"Artistic, Entertainment and Sports Associate Professionals"
3471,Art officer
3471,"Art officer , newspaper advertising"
3471,Decorators and Commercial Designers
3471,Designer  jewellery
3471,"Designer , graphic"
3471,"Designer , press"
3471,"Designer , special effect"
3471,Designer costume
3471,Designer textile
3471,"Designer, industrial and commercial product"
3471,Displayer
3471,"Draughtsman , advertising"
3471,"Drawer , advertising"
3471,Interior decorator
3471,Interior designer
3471,"Provider , stage equipment"
3471,Traffic officer
3472,"Announcer, radio"
3472,"Announcer, television"
3472,Dise jockey ; DJ
3472,Dubbing speaker
3472,Master of ceremony
3472,Narrator
3472,Radio spot reader
3472,"Radio, Television and Other Announcers"
3472,"Reporter, radio"
3472,"Reporter, television"
3473,street night club dancer
3473,"Street, Night – Club and Related Musicians"
3474,Arcokat
3474,Clown
3474,Clowns
3474,Magician
3474,Puppeteer
3475,Athlete
3475,"Athletes, Sportspersons and related Associate Professionals"
3475,"Judge , sport"
3475,Loading exerciser
3475,"Trainer , sport"
3480,Lay worker
3480,Preacher lay
3480,Religious Associate Professionals
3480,Religious Associate Professionals
3480,Religious professional
4000,Clerk
4100,Office Clerks
4110,Secretaries and Keyboard-Operating Clerks
4111,Stenographer
4111,Stenographers and Typists
4111,Typist
4112,"Clerk , computer graphic"
4112,"Clerk, telegraph / telefax"
4112,"Clerk, word processing"
4112,Word-Processor and Related Operators
4113,"Clerk, computer-data entry"
4113,Data entry Operators
4114,Calculating-Machine Operators
4114,"Clerk , accounting machine"
4115,Secretaries
4115,Secretary
4115,"Secretary, editorial television news"
4120,Numerical Clerks
4121,Accounting and Bookkeeping Clerks
4121,"Clerk, bookkeeping"
4121,"Clerk, cost computing"
4121,"Clerk, wages"
4122,"Clerk, actuarial"
4122,"Clerk, financial /credit"
4122,"Clerk, statistical"
4122,Statistical and Finance Clerks
4131,"Clerk, dispatching / shipping and receiving"
4131,"Clerk, stock ; Storekeeper"
4131,"Clerk, stock record / stock control"
4131,"Clerk, weighting"
4131,Stock Clerks
4132,"Clerk , material order"
4132,Purchaser
4132,"Clerk, production planning"
4132,Production Clerks
4132,"Purchaser, advertising media"
4133,"Agent, railway goods"
4133,Airport services personnel
4133,"Clerk, flight operations ; Dispatcher, flight"
4133,"Clerk, water transport"
4133,"Dispatcher, clerical/bus"
4133,"Dispatcher, railway"
4133,"Dispatcher, road transport service"
4133,Flight producer personnel
4133,ground)
4133,"Inspector, railway transport service"
4133,"Inspector, road transport service"
4133,Load master
4133,"Superintendent, clerical/road transport service"
4133,Transport Clerks
4140,"Library, Mail and Related Clerks"
4141,"Clerk, filing"
4141,"Clerk, library"
4141,Library and Filing Clerks
4141,photo and sound
4142,"Clerk , mail /sorting"
4142,"Clerk, mail / dispatch ; Postman"
4142,Mail Carriers and Sorting Clerks
4143,"Clerk, proof reading"
4143,"Clerk, statistics coding"
4143,"Coding, Proof-Reading and Related Clerks"
4144,"Scribe ; Clerk, form filling assistance"
4144,Scribes and Related Workers
4145,Museum and Related Clerks
4145,"Officer, museum"
4190,"Clerk, general affair /administrative"
4190,"Clerk, personnel"
4190,"Clerk, registration"
4190,Other Office Clerks
4190,Other Office Clerks
4211,Cashier
4211,Cashiers and Ticket Clerks
4211,"Clerk , ticket issuing ; Salesperson, ticket"
4211,"Officer, financial"
4212,"Clerk, post officer counter"
4212,Money changer
4212,"Teller, bank"
4212,Tellers and Other Counter Clerks
4213,Bookmaker
4213,Bookmakers and Croupiers
4213,Croupier
4214,Money-lender
4214,Pawnbroker
4214,Pawnbrokers and Money -lenders
4215,"Collector, charity"
4215,"Collector, debt"
4215,"Collector, rent"
4215,Debt-Collectors and related Workers
4220,Client Information Clerks
4221,"Clerk, travel agency"
4221,"Clerk, travel ticket ; Ticket agent"
4221,"Officer, recreation"
4221,Travel Agency and Related Clerks
4222,"Clerk, reservation"
4222,"Clerk, travel information"
4222,Receptionist
4222,"Receptionist, hotel"
4222,"Receptionist, medical"
4222,Receptionists and Information Clerks
4223,Operator ; Telephonist
4223,Telephone Switchboard Operators
5000,Service Workers and Shop and Market Sales Workers
5100,Personal and Protective Services Workers
5110,Travel Attendants and Related Workers
5111,"Attendant, airport ; Hostess, ground"
5111,"Attendant, cabin / flight ; Hostess, air"
5111,"Attendant, ship's cabin"
5111,"Hostess, bus"
5111,Travel Attendants and Travel Stewards
5112,"Attendant, sleeping railway"
5112,"Conductor, bus"
5112,"Guard, railway"
5112,Transport Conductors
5113,Guide
5113,"Guide, museum"
5113,Tour leader
5113,Travel Guides
5120,Housekeeping and Restaurant Services Workers
5121,"Attendant, flower arranging"
5121,"Housekeeper, general"
5121,"Housekeeper, home"
5121,Housekeepers and Related Workers
5121,"Maid, linen"
5121,Room Attendant ; Floor Supervisor
5121,"Warden, hotel"
5122,Cook
5122,"Cook, head ; Chef"
5122,Cooks
5122,Cummis
5122,"Waiters , Waitresses and Bartenders"
5123,Bartender
5123,"Hostess, restaurant"
5123,Personal Care and Related Workers
5123,Waiter ; Waitress
5123,"Waiter, head ; Captain, restaurant"
5130,Child-care Workers
5131,"Attendant, school children"
5131,Institution-based Personal Care Workers
5131,Nanny ; Nursemaid
5132,"Aid, dental"
5132,"Attendant, ambulance"
5132,Home-based Personal Care Workers
5132,"Nursing aid, clinic"
5132,"Nursing aid, hospital"
5133,"Nursing aid, home"
5133,Personal Care and Related Workers Not Elsewhere Classified
5139,"Aid, pharmacy"
5139,"Aid, veterinary"
5139,Other Personal Services Workers
5140,"Hairdressers, Barbers, Beauticians and Related Workers"
5141,Beautician
5141,"Designer, hair style"
5141,Hairdresser
5141,"Make-up artist, stage / studio"
5141,Manicurist
5142,Companions and Valets
5142,"Maid, personal"
5143,Companion
5143,Embalmer
5143,Undertaker ; Mortician
5143,Undertakers and Embalmers
5149,"Attendant, relaxing massage"
5149,"Escort, social"
5149,"Hostess, club"
5149,Other Personal Services Workers Not Elsewhere Classified
5149,"Partner, dancing"
5150,"Astrologers , Fortune-Tellers and Related Workers"
5151,Astrologer
5152,Fortune - teller
5152,Fortune-tellers Palmists and Related Workers
5161,Protective Services Workers
5161,Fire-fighter
5161,"Fire-fighter, forest"
5161,Salvager
5162,Police officer
5162,Police
5163,"Guard, prison"
5163,Prison Guards
5169,Bodyguard
5169,"Guard , swimming pool"
5169,"Guard, coast"
5169,"Guard, security"
5169,"Guard, wild animal"
5169,Protective Services Workers Not Elsewhere Classified
5169,"Warden, airport"
5200,"Models, Salespersons and Demonstrators"
5210,Fashion and Other Models
5210,Fashion and Other Models
5210,"Model, fashion / advertising"
5220,"Attendant, petrol service station"
5220,Demonstrator
5220,"Salesperson , retail establishment"
5220,"Salesperson , shop"
5220,"Salesperson , wholesale establishment"
5220,Shop Salespersons and Demonstrators
5220,Shop Salespersons and Demonstrators
5230,"Salesperson, stall and market"
5230,Stall and Market Salespersons
5230,Stall and Market Salespersons
6110,Market Gardeners and Crop Growers
6111,"Chief station, tobacco"
6111,"Farmer, fiber plant"
6111,"Farmer, field crops / vegetable crops"
6111,"Farmer, grains"
6111,"Farmer, rice"
6111,"Farmer, sugar-cane"
6111,"Farmer, tobacco"
6111,Field Crop and Vegetable Growers
6111,"Grower, oilseed"
6111,"Promoting officer, tobacco"
6111,"Skilled farm worker, field crops / vegetable crops"
6111,"Skilled farm worker, tobacco"
6112,"Farmer, coconut"
6112,"Farmer, coffee"
6112,"Farmer, fruit"
6112,"Farmer, tea"
6112,"Farmer, vineyard"
6112,"Grower, rubber"
6112,"Skilled farm worker, rubber"
6112,"Skilled farm worker, tree crops"
6112,"Tapper, rubber tree"
6112,Tree and Shrub Crop Grower
6113,Gardener
6113,"Gardener, landscape / park"
6113,"Gardeners , Horticultural and Nursery Growers"
6113,"Grower, herb"
6113,"Grower, horticultural nursery"
6113,"Grower, mushroom"
6113,"Grower, seed"
6113,Nurseryman
6113,Park gardener ; Greenkeeper
6113,Propagator
6114,"Farmer, mixed - crop"
6114,Mixed-crop Growers
6120,Market-Oriented Animal Producers and Related Workers
6121,"Breeder, pets"
6121,Dairy and Livestock Producers
6121,"Farmer, dairy"
6121,"Farmer, hog and pig"
6121,"Farmer, horse breeding / horse raising"
6121,"Farmer, livestock"
6121,"Skilled farm worker, dairy"
6121,"Skilled farm worker, hog and pig"
6121,"Skilled farm worker, horse breeding"
6121,"Skilled farm worker, livestock"
6122,"Farmer, poultry"
6122,"Operator, poultry hatchery"
6122,Poultry Producer
6122,"Skilled farm worker, poultry"
6122,"Skilled hatchery worker, poultry"
6123,Apiarists
6123,Beekeeper
6123,"Farmer, insect raising"
6123,Sericulturist
6123,Skilled beekeeping worker
6123,Skilled sericultural worker
6124,"Farmer, mixed-animal husbandry"
6124,Mixed animal Products
6129,"Attendant, zoo animal"
6129,"Breeder, animal reserve"
6129,"Breeder, bird"
6129,"Breeder, reptile"
6129,Market-oriented Animal Producers and Related Workers Not Elsewhere Classified
6129,"Raiser, amphibian"
6129,"Trainer, animal"
6130,"Farmer, mixed- farming"
6130,Market-Oriented Crop and Animal Producers
6140,Forestry and Related Workers
6141,"Driver, raft"
6141,Forest inventory staff
6141,Forestry Workers and Loggers
6141,"Logger, general"
6141,Logging scaler
6141,Log-raft maker
6141,Tree feller ; Bucker
6141,"Worker, forest plantation"
6141,"Worker, forestry"
6142,Charcoal Burner
6142,Charcoal Burners and Related Workers
6151,Aquatic-life Cultivation Workers
6151,Cultivator
6151,Hatchery
